Date,Open,High,Low,Close,Adj Close,Volume
2024-03-26,37.500000,37.650002,36.799999,37.099998,37.099998,25064700
2024-03-27,37.400002,38.950001,37.099998,38.500000,38.500000,92336818
2024-03-28,39.000000,40.400002,38.599998,40.400002,40.400002,44688873
2024-04-01,39.950001,41.750000,38.400002,41.349998,41.349998,32553386
2024-04-02,41.799999,43.000000,40.400002,42.500000,42.500000,31126883
2024-04-03,42.500000,43.549999,41.599998,43.500000,43.500000,28078702
2024-04-04,44.500000,44.599998,42.700001,42.950001,42.950001,30712841
2024-04-05,43.000000,43.000000,42.000000,42.650002,42.650002,15830518
2024-04-08,43.150002,43.150002,41.400002,41.500000,41.500000,20072402
2024-04-09,41.500000,42.500000,40.799999,40.900002,40.900002,20548936
2024-04-10,41.150002,42.650002,41.099998,42.150002,42.150002,28693252
2024-04-12,42.150002,42.750000,41.799999,42.150002,42.150002,37205677
2024-04-15,40.049999,41.200001,40.049999,40.750000,40.750000,37643079
2024-04-16,39.849998,41.250000,39.549999,40.500000,40.500000,20994202
2024-04-18,41.000000,41.700001,40.700001,41.150002,41.150002,23917024
2024-04-19,40.450001,40.700001,39.099998,39.349998,39.349998,54049625
2024-04-22,38.849998,41.299999,38.599998,40.849998,40.849998,62114928
2024-04-23,41.000000,42.099998,40.549999,41.849998,41.849998,69215858
2024-04-24,41.900002,42.500000,41.450001,41.799999,41.799999,34252835
2024-04-25,42.200001,42.299999,41.250000,42.150002,42.150002,22866483
2024-04-26,42.049999,42.150002,41.250000,41.650002,41.650002,18201395
2024-04-29,41.849998,42.000000,41.400002,41.599998,41.599998,17815539
2024-04-30,41.950001,42.099998,41.000000,41.599998,41.599998,30499261
2024-05-02,41.599998,42.049999,41.049999,41.700001,41.700001,31530269
2024-05-03,42.000000,42.299999,41.049999,41.349998,41.349998,23725164
2024-05-06,42.000000,42.000000,40.400002,40.799999,40.799999,17232143
2024-05-07,40.750000,40.799999,39.000000,39.750000,39.750000,27831110
2024-05-08,39.750000,40.200001,39.049999,39.950001,39.950001,24940794
2024-05-09,40.000000,40.400002,39.450001,39.599998,39.599998,21071854
2024-05-10,39.849998,40.099998,39.000000,39.900002,39.900002,14667345
2024-05-13,39.900002,39.900002,37.900002,39.000000,39.000000,23030136
2024-05-14,39.049999,40.750000,39.049999,40.200001,40.200001,15680138
2024-05-15,40.400002,42.200001,40.049999,42.200001,42.200001,42747507
2024-05-16,42.500000,43.000000,41.750000,42.799999,42.799999,36344580
2024-05-17,42.799999,42.950001,42.099998,42.599998,42.599998,24116415
2024-05-21,42.500000,44.200001,41.900002,44.049999,44.049999,45615167
2024-05-22,44.500000,46.250000,42.950001,46.000000,46.000000,80221850
2024-05-23,46.400002,48.299999,45.700001,48.299999,48.299999,90528423
2024-05-24,49.000000,49.000000,45.900002,45.950001,45.950001,53070069
2024-05-27,45.250000,46.700001,45.000000,45.200001,45.200001,38521150
2024-05-28,45.500000,45.849998,43.400002,43.950001,43.950001,26264263
2024-05-29,43.900002,46.099998,43.549999,46.099998,46.099998,30979346
2024-05-30,46.299999,46.900002,44.500000,45.400002,45.400002,31288700
2024-05-31,45.700001,47.650002,44.299999,47.650002,47.650002,115665511
2024-06-03,50.000000,50.000000,50.000000,50.000000,50.000000,62876628
2024-06-04,52.099998,52.099998,47.500000,47.500000,47.500000,123854100
2024-06-05,45.150002,49.799999,45.150002,48.450001,48.450001,81272335
2024-06-06,49.450001,50.500000,48.500000,49.799999,49.799999,49163158
2024-06-07,50.000000,50.450001,49.000000,49.900002,49.900002,30336425
2024-06-10,47.400002,48.630001,47.400002,47.400002,47.400002,90220734
2024-06-11,47.400002,49.290001,47.020000,48.259998,48.259998,47583387
2024-06-12,48.509998,50.500000,48.400002,50.279999,50.279999,87422931
2024-06-13,50.500000,50.500000,49.290001,49.869999,49.869999,48465602
2024-06-14,50.000000,51.189999,49.099998,49.480000,49.480000,85029862
2024-06-18,49.599998,50.290001,48.849998,49.959999,49.959999,49874657
2024-06-19,50.189999,50.279999,48.750000,48.900002,48.900002,26139387
2024-06-20,51.340000,51.340000,49.549999,50.529999,50.529999,99070183
2024-06-21,51.200001,53.049999,51.000000,53.049999,53.049999,143678671
2024-06-24,55.450001,55.700001,54.150002,54.700001,54.700001,149419809
2024-06-25,55.150002,55.500000,53.320000,53.599998,53.599998,63723030
2024-06-26,53.599998,54.369999,52.299999,52.759998,52.759998,52438770
2024-06-27,53.049999,54.000000,51.500000,53.279999,53.279999,52502181
2024-06-28,53.900002,54.000000,52.709999,52.860001,52.860001,38744898
2024-07-01,53.200001,53.279999,52.590000,52.930000,52.930000,25423991
2024-07-02,53.000000,53.380001,52.430000,53.029999,53.029999,24502330
2024-07-03,53.099998,53.950001,53.000000,53.529999,53.529999,29907631
2024-07-04,53.599998,55.669998,53.369999,54.029999,54.029999,63199465
2024-07-05,54.369999,56.490002,53.799999,55.490002,55.490002,96909661
2024-07-08,55.950001,56.000000,54.500000,55.200001,55.200001,54588551
2024-07-09,55.299999,55.840000,53.860001,55.369999,55.369999,33858415
2024-07-10,55.669998,56.000000,53.900002,54.889999,54.889999,37727227
2024-07-11,55.000000,55.000000,54.200001,54.720001,54.720001,26061094
2024-07-12,55.000000,55.430000,53.650002,54.630001,54.630001,37499020
2024-07-15,55.000000,55.000000,54.020000,54.619999,54.619999,27141448
2024-07-16,54.900002,56.000000,54.430000,55.880001,55.880001,76577863
2024-07-18,55.500000,55.720001,53.820000,55.389999,55.389999,68196637
2024-07-19,55.380001,55.869999,53.820000,54.549999,54.549999,52178598
2024-07-22,54.660000,55.439999,53.500000,55.080002,55.080002,47805246
2024-07-23,57.200001,57.830002,54.000000,57.830002,57.830002,281887693
2024-07-24,59.700001,60.720001,59.630001,60.720001,60.720001,90757700
2024-07-25,62.290001,63.750000,60.799999,61.470001,61.470001,170325709
2024-07-26,62.680000,63.000000,61.000000,61.889999,61.889999,67858407
2024-07-29,62.950001,64.980003,62.380001,64.980003,64.980003,97886927
2024-07-30,65.809998,68.220001,65.629997,68.220001,68.220001,114489676
2024-07-31,70.110001,70.889999,68.279999,69.379997,69.379997,131539602
2024-08-01,69.930000,70.989998,66.220001,67.980003,67.980003,134824650
2024-08-02,67.800003,71.370003,67.050003,71.349998,71.349998,131096033
2024-08-05,69.900002,71.639999,67.779999,67.849998,67.849998,209904382
2024-08-06,68.750000,70.849998,65.599998,66.269997,66.269997,96665562
2024-08-07,69.000000,69.580002,68.110001,69.580002,69.580002,65576822
2024-08-08,71.000000,73.050003,70.580002,72.919998,72.919998,212956025
2024-08-09,74.599998,75.300003,73.000000,74.199997,74.199997,56578871
